,Text,Stance,Class,Target
123,"Since when is that a reason to declare an issue at an impasse? FYI, there are people on both sides of EVERY idea. Hence... debate.   What's the name of this site again?
",1,1,Barack Obama
124,"I think this is be answered in the simplest of fashions. He will be re-elected but it is the reason for that bothers me. It is not about what he has done or not done. In 2012, it is about how the Republican Party has acted so poorly over the last year most recently and continually with the budget then add in the total lack of viable Republican candidates. Ron Paul is about the only one who has enough to say that it is worth listening to. (whether you agree or not). I am a liberal Republican and looking at this election, the Republican party might as well place a loaded trash bag in a suit and call it a candidate. Sad but true.
",1,1,Barack Obama
125,"And exacerbated by Obama.   WHAT?! He has ended half of them.   Too much spending by all.   Not really. Bush new spending in 8 years? $5.07 TRILLION Obama total New Spending (projected out for the next 8 years)? $1.44 TRILLION.   ANd of that total, only $430 billion is non-reccesion related.   Too much spending by all.   Not really, again. New healthcare spending under Obama will cost an average of just $19 billion a year (8 year projection).    And exacerbated by Obama.   Wow. DOD budget is DOWN from last year.
",1,1,Barack Obama
126,"NO! obama is one of the best president's we ever had.  he didn't do anything bad.  he have right in everything he say.  gay marage should be leagle (that's not even a question homo's have the same right as the hetro's)  and the taxes are TOO low  without taxes how in hell will we make mony to the hospitals and the schools
",1,1,Barack Obama
127,"No, that check is coming almost entirely under the 8k new home buyers credit I'm earning for buying my house last year... which was passed by... hmmm, who was that guy again? Tall fellow. Dark skin. Currently lives in a large white house out east somewhere...   Bush's ""tax cuts"" do next to squat for me.   Nice try though.
",1,1,Barack Obama
128,"The Economy sucks still. Unemployment is up. Foreclosure is up. I mean I give Obama credit he has good ideas but they suck if not putting them to action.    When Obama took office we were losing on average 700,000 jobs per month. Now we've leveled off gaining some and losing some month to month. The reason Obama has not done as much as he wanted is because since he took office Republicans have raped the filibuster rule. Prior to Obama being president the most any party had used the filibuster in the history of the Senate in one year was around a hundred. Last year Republicans filibustered over 200 times. That is the only reason he hasn't had as much as he would like done. That's not his fault.  And every president since Nixon except Bush Jr has wanted to pass a healthcare bill. Every single one. Obama has been the only President able to, and that in itself is going to put him on par with some great presidents. And once this psychotic tea party pout fest ends and republicans come to their senses and start compromising on things, he'll be able to bring the economy the rest of the way back as well.  Of course though in 6 years Republicans will just elect another frat boy or actor to ruin all the hard democratic work again &gt;&lt;
",1,1,Barack Obama
129,"I said ""it's like"" you have OCD. I was describing your conduct, not calling you a name. If I called you a moron for not understanding that... THAT would be name calling.  And no, you very much do not know what socialism is.  And taking as your fallback position the assertion that a politician is a populist is like taking the position that people are air breathing. Find me a single politician in the country who would ever make the following statement:  ""I was put here to do what the CEOs of the largest corporations to contribute to my campaign tell me to do! They are my bosses. I will not cater to the special interests of the ordinary man on the street! I am not beholden to their lobby!""  Have fun with that.
",1,1,Barack Obama
130,"Bush got 8 years so Obama should get 8 years  --------------------------------------- ----------------
",1,1,Barack Obama
131,"The President serves 4 year terms, not 2 year terms. Ron Paul is racist and against gay people. He would never have a chance at presidency.
",1,1,Barack Obama
132,"Good point on that maybe the United Nations should go into Pakistan and demand they disarm their nukes. It's pretty scary scenario when you think about it.   On the other hand I had a real new rule regulation hit me in the face to day. I was trying to surrender and pull my money out of a 403B plan that my wife has and before Jan 1 of this year it would have been no problem but now you can't. The reason when I asked my broker was they had no reason even when the regulators set out the new rules they targeted 403B and their reason according to my broker who is an expert on the markets said they had none. Great! So this is the great regulation we where all waiting for not allowing people to get their own money out. This just happened to me today. There's a lot more to the story but it is so frustrating that I will get even more mad. Basically the new regulation is a form of pure Socialism. My money, won't let me have it. I have to make up some lie just to get it out like I'm sick or something or I have a hardship which I don't but that's besides the point. I don't know if you own a home or business but if you did you would see the huge amount of more taxes you pay just to own a home or business it's stifling. The argument here is that the more taxes and more government regulation the less freedoms we have and less individual drive we have. Today for me was a absolute confirmation on what I believe this admin is trying to do and that is a Socialist society.
",1,1,Barack Obama
133,"""they will probably lose everything in the next two elections.""  I think that people still aren't over all of Bush's fuck ups yet so there probably won't be a huge change to support for Republicans. They had that special election in Pa. was won by a Democrat a couple days ago so I think that this next election could really go either way for the Democrats. I think that everyone is just tired of the establishment and wants to get rid of the incumbents. So I guess since Dems have a majority, they are the bigger target but the fact the people are still pissed at Bush, balances out both parties chances of victory. Atleast thats how I feel.
",1,1,Barack Obama
134,"I don't agree with his involvement in Libya at all. I also hate the history of the underground democratic party. Not to say republicans are much better. The democrats always think they know what people need even more than the people.
",-1,1,Barack Obama
135,"He should have never been elected to start with! He is anti-America!
",-1,1,Barack Obama
136,"obama only won because of all the people in the ghetoo who normally dont care about the election voted for him just cause....hes...kinda black. yep KINDA black. i hope he cancels the welfare system so that all of those people know what a dub mistake they have made. hes been in office for a couple years now and he hasnt done sht.
",-1,1,Barack Obama
137,"Fuck him. He has proven to be the lackey whore of Goldman Sachs and GM. Bailing out banks, bailing out the auto industry all with money we don't have. Ooops wait...I'm sorry. The TAXPAYER will be getting the bill. He's the epitome of douchebag. You idiots that voted for him bought his bullshit and bravado but for some reason are now entirely surprised at his performance. What did you expect from a piss ant 3rd year Senator? The guy is on fucking training wheels. Hopefully, this country learns it lesson when 2012 comes around.
",-1,1,Barack Obama
138,"Yup those are the issues in this election. The question was should Obama be re-elected. What is he doing differently than others in those issues?
",-1,1,Barack Obama
139,"It's a catch 22 really. If we leave the country will descend back into chaos, and most likely back into the hands of a terror reigm. If we stay we continue to spend ourselves into debt as our service men continue to die.   Exactly! So why did he promise he'd get them out? It doesn't matter how far fetched his promises were, the fact that he couldn't keep them is the problem.   The same reason band-aids don't heal bullet wounds. The bailout was only slightly lessened the affects of this economic downturn. It doesn't alleviate or address the root of the problem.   Then why even waste so much on it? If it cost so much and had only a small effect then wouldn't it have been better without it?   Because we're spending trillions of dollars on a war with no end in sight, and the housing bubble collapsed along with our domestic automotive industry. Did you know Bush was the only president in history to cut taxes during a time of war? Where were his financial advisers when that decision was made? We're going further into debt because we're spending as much as we ever have and yet we don't have the resources to back up our spending.   Then why is it so hard for Godmaba to cut spending? Why does it seem like he thinks that MORE spending will help the economy?
",-1,1,Barack Obama
140,"What economic recovery. Every president has helped the u.s.a in some way sometimes its luck or help from someone else. Sometimes we just get a good president . As much as obamas helped hes did much worse than most of the presindent. OBAMA WANTS CHANGE THEN LETS CHANGE .... THE PRESIDENT.
",-1,1,Barack Obama
141,"He will go down as probably one of the top 5 worst presidents that we have ever had. I believe he is a traitor.   First of all he is hiding who he says he is. Took way to long to present his birth certificate…if that is the real we probably will never know. Never would present his academic records from the colleges he supposedly attended. Would not release his medical records either. Who is he?  Well he has bowed down and kissed Arab leaders. He has treated the president of Israel terrible…what leader in the world comes to the White House and has to use the back door?   His hero is an anti-American racist who hates whites….Rev. Wright. He was in bed with Tony Rezko the Chicgo slug who is now in prison. I mean what political candidate would take money from someone who is being investigated by the FBI? OBAMA.  Then there is his affiliation to communist radicals…many of whom he appointed as Czars in his administration. Enter the scene….Bernadine Dohrn and her communist husband Bill Ayers who founded the organization Weather Underground.    ""The best thing that we can be doing for ourselves, as well as for the [Black] Panthers and the revolutionary black liberation struggle, is to build a fucking white revolutionary movement."" And that is what she and her husband did.  For a long time she was on the FBI's most wanted list. Her husband is just as radical as she was. Two of Obamas friends.  He failed to handle the Gulf Oil spill in a timely manner.  Failed to end the war like he promised he would do. Took him three years to end it….hundreds more died on his watch.  Putting all legislation on the Internet for five days before it came to a vote.  Snubbed the president of Israel. Snubbed Britain by returning that bust of Churchill.    He appointed Communists/Socialists/Progressives to his various Czar positions (without even getting congressional approval) then doing nothing for them after Glenn Beck calls them out…forcing many to resign.  Then there was his failed stimulus…health care the country still does not want…  Wants total amnesty for illegals.  Does not even know basic American geography and thinks there are 57 states.  Thinks that there was only one bomb that hit Pearl Harbor.  He thinks to solve any financial crisis….borrowing is the answer. So he has borrowed until we now don't even have our chins above water.  I could go on and on….  He is a narcissist and his change was not what the people who even voted for him expected he meant. His change seeks to destroy the country. He is absolutely incompetent and dangerous….and I would vote for just about anyone in order to get him out. Well except Nancy Pelosi and I think she is almost worse than Obama is.   If he is get in for four more years…we are doomed. He hates this country and it shows. He has done nothing but apologize for Americas actions since taking office and I think people even many Democrats are sick of him and can now see him for what he is.   Change is good in some cases….thats why we need to throw him out. Maybe then he can go over and listen to the Muslim call to prayer…something he said was the most beautiiful thing he has ever heard. So much for Christ eh?
",-1,1,Barack Obama
142,"disregard this message i am tired :)~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~  I even voted myself down!
",-1,1,Barack Obama
143,"When people are disputing whether obama is a good president or not, when they are for him, their biggest argument is talking about how ""bad"" of a president George W. Bush was. That is besides the point. It seems to me that people have forgotten about Reagan and Lincoln (just to name a couple).
",-1,1,Barack Obama
144,"Obama is a pro-abortionist. Killing babies is wrong so stop doing it. The new health reform bill is not good. There are some good things but more worse than good. You could have just passed some laws instead of making a whole bill. People are retarted for agreeing with you. Everyone shouldnt have to pay for health care because they might not be able to pay for it because they are not employed aymore because their jobs are shutting down because they need to pay for other peoples health care. Its not are fault if some girl decides to go and have unprotected sex and end up pregnant and want to have an abortion. They should have to still have the baby. They should not have other people pay for their bills because they are young and have no job, in that case they do not have the money to pay for it. Then it will raise peoples insurance to help pay for peoples hospital bills. Last but not least i believe marajuana should be legalized so that all these people wont be going to jail over stupid reasons and the police can focus on the more important things to stop in our neighborhoods.
",-1,1,Barack Obama
145,"does this guy even know why he won the prize? well if you wanna know its for doing his damn job thats right all he did was take some nukes which is his job, to be a peace keeper, maybe not in other countries but we always do anyway
",-1,1,Barack Obama
146,"It only looks like unemployment is down because they go off the stats of who is on unemployment. They don't count the people like me who can no longer receive it and still are out of work. I'm just one of the lucky ones who can afford to go back to school instead, and make an attempt to change careers to something that will always be around despite the economy. Stats can be manipulated anyway someone wants to to benefit their position. I don't fall for the BS.
",-1,1,Barack Obama
147,"Obama is another Hitler. There is not an ounce of capitalism or freedom in him.  Why won't anybody in the media talk against him?  Its because of the fairness doctrine. You're not allowed to speak against him.  Stop listening to the liberal media.
",-1,1,Barack Obama
148,"http://www.youtube.com/ watch?v=9QdyLOUHz-A    but I suppose proof has little affect on ardent denial...  Now what ;)
",-1,1,Barack Obama
149,"No because he has had three years to make some changes to this economy and he hasn't! Actually if you haven't heard it has DROPPED! :(   It's time for someone else to step in and help America.
",-1,1,Barack Obama
150,"No, his policies are crap.  He ignores that majority of America doesn't want Health Care but he still pushes it through. Ignorant much?  Health Care is another way of  Theft  for the government.  They take your money and give it to someone else and themselves.  Being forced to have insurance or your given a fine on your income? Wow, totalitarianism much?  Six states are performing a law suite against this. It will go through congress and get passed.   IT is unconstitutional to run a bill through that has already been Vetoed!!  That just provides evidence that none of you people give a shit about the foundations of this country.  Health Care is a Gateway for more government control.  If you don't believe that your a fool.
",-1,1,Barack Obama
151,"If someone better runs I am completely for it. Obama was only elected due to all the media hype and ""young voters"" who no nothing about politics to being with. If he was doing all that he could, why is it that they elected a democrat (Obama) but fought back with republicans this past election day? Nope I'm not up for all this Obama care crap. Save it! I think their is bigger fish to fry and more things to worry about than our health care system.
",-1,1,Barack Obama
152,"And, in fact, they are extending the TARP funds indefinitely with the new wall street bill. They advertise this as cracking down on Wall Street, but it really means that there will be a permanent bailout fund, something Wall Street loves.  Also, you said when we gave it up it was no longer the tax payer's money. That is terrifying. It was always our money. It is still our money. If any corporation misappropriated money the way our federal govt does they would go to jail so fast it isn't even funny.
",-1,1,Barack Obama
153,"We have been duped. Obama is a manipulator and liar. If anything he is an embarrasment to our country. He came in with no accomplishments and has none to date....well his golf score is getting lower....must be all those rounds he is playing.
",-1,1,Barack Obama
154,"When people are disputing whether obama is a good president or not, when they are for him, their biggest argument is talking about how ""bad"" of a president George W. Bush was. That is besides the point. It seems to me that people have forgotten about Reagan and Lincoln (just to name a couple).
",-1,1,Barack Obama
155,"Sure you intended it that way, you most certainly did, by the slams you made.  Obama is the nutball. He is a liar.   Now I don't know where you are from...but if you are an American...I will personally pay for a ONE WAY TICKET just for you if agree to leave the country and NEVER COME BACK. Then you can live in one of those perfect countries that rely on America to come to their defense every time something happens. Yes, go live in Iraq where there are no atrocities and where you can enjoy freedom to say whatever you want. Go to a country where you can't own a gun...to defend yourself.   I tell ya people like you make my stomach turn....you bash America and would be the first one to hide behind one of our servicemen if we were attacked. You obviously love Obama....tell me, has he BROUGHT ALL THE TROOPS HOME LIKE HE PROMISED? Is American presence gone from the Middle East, like he said would happen? Gun toting? Didn't Obama join in on the attack against Libya? Who was totin a gun then skippy?  All the men and women who have died since he took over president he is responsible for. The blood is on HIS HANDS NOW. Where are those outspoken democrats who voted for him because they were told, no promised, that he would END THE WAR?
",-1,1,Barack Obama
156,"Please. Help save the economy that was already done in October when Pres. Bush and Bernake gave the TARP funds out that is what stabilized the markets by allowing credit to still flow.   Kicked out lobbyists. So you call the billions in Stimulus money that Obama gave to ACORN not lobbyists not to mention the hundreds of other small amounts given out to lobbyists.  Banned torture! that makes my sides split Those poor terrorist which given a chance would like nothing more to kill all Americans.   Electing a judge thats his job to pick one not very hard to that.  We are nowhere close to getting out of Iraq like he promised. His original statement was 18 months. NOT. Any rational person including myself saw that not happening. Although I would like to get out of there.  Bush allowed for stem cell as well. Obama just added more to it.
",-1,1,Barack Obama
157,"The rest of your post is gibberish I couldn't begin to respond to coherently.   Why am I not surprised.
",-1,1,Barack Obama
158,"I am in total agreement with you on that, all the politicans are corrupt but this is because they are human and humans are all suseptable to corrupt.
",1,2,Barack Obama
159,"expanding Medicaid eligibility from 100% of poverty to 133% of poverty (which is still under $30,000 for a family of 4) makes him a socialist? - that's really the big deal??  does requiring ""private"" insurance make him a capitalist?  is George W a socialist for Medicare Part D?  The problem seems to be that most Americans are socialists but don't want to admit it. We had life without Social Security, Medicare, Medicaid, Welfare, etc. and we said - Hey, this sucks - we passed laws creating them - and they are still very popular, yet we somehow think it is a prima facia insult to call something socialist.
",1,2,Barack Obama
160,"Why they are calling this bill health care reform instead of health insurance is reform is confusing when they attack health insurance companies?  The most logical thing for anyone is to drop their policy or if uninsured, remain uninsured, and pay $750/year penalties until you finally get sick, then anyone can buy health insurance since there are no pre-existing conditions. It'll be like avoiding homeowners insurance to save money, then buying some once your house is on fire because the insurance company is forced to sell you the policy.  Sweet, I can be irresponsible and still get health insurance.  THANK YOU, OBAMA!!
",1,2,Barack Obama
161,"You're calling me paranoid? I don't think anybody's out to get me. Last I checked that's the opposite of paranoid.  I don't really understand your contempt for economists (or rather,  economists ). Are you saying members of the profession are universally untrustworthy and majorly biased? Let me guess: The only person who  really gets it  is you. Could you be more of a stereotypical nutjob?  Anyway, the implications of your questions are mostly bogus. Economists do at times predict recessions. They don't always call for stimulus. They are not always optimistic. I could address the rest of your questions, but frankly I feel like I'm wasting my time talking to you.  With your questions you repeatedly ask why predictions about the future aren't always accurate, as if the answer to that question isn't completely obvious -- no one can predict the future, we can only make educated guesses.  Here, since you know everything, how about offering a few projections: What's unemployment going to be at the end of 2010? What's GDP going to be? I personally am no where near arrogant enough to think I can answer those questions. I'd much prefer to leave them to those who have dedicated their lives to studying them.
",1,2,Barack Obama
162,"Yes, Joe. A blogger claims that he faked Obama's birth certificate, and we all know how reliable bloggers are, yes? I also have some seafloor I would like to sell you. The video then goes on to claim that the birth certificate must be false because it doesn't have a crease, and yet clearly I have already posted a link to the certification which does in fact contain a crease, here it is again if you missed it:   http://www.factcheck.org/UploadedFiles/ birth_certificate_6.jpg    Your video, also ignores the newspaper announcement.   Furthermore, the Kenyan Birth certificate that it shows on the video....  IS A KNOWN FORGERY  Source:  http://www.snopes.com/politics/obama/ birthers/kenyacert.asp    ...but I suppose proof has little affect on ardent denial.
",1,2,Barack Obama
163,"Actually I've finished 16 ""grades of school"" - A average  Ad hominem attacks aside, that chart I have linked is from the same source used during the Bush administration. This tricky math you are accusing the link of using is simply not true. There were 200,000  net  jobs created. The chart shows  net  loss/gain.  That more of the unemployed begin again to look for work, and so are again counted in the percentage of unemployed - keeping the numbers aproximately the same, in no way negates that jobs were created - it just means we have a messed up way of counting unemployment rates. You can thank Regan for that by the way, one of the many tricks his corporate overlords used to pad Regan's scores while he acted like a President.  And the point is not that jobs had been created every month, I just mentioned that new numbers were in for January. The point is in spite of Republican economic policies bringing the strongest economy in the history of the world practically to its knees in 8 short years, Obama in 2 short years has managed to at least slow the bleeding.
",1,2,Barack Obama
164,"I had heard of him before, though I did not know that was his picture and it was good to refresh my memory on him. I wasn't commenting on him in particular, just the   foreign avatar discredits your argument   hypothesis.
",1,2,Barack Obama
165,"* Provided the Department of Veterans Affairs (VA) with more than $1.4 billion to improve services to America’s Veterans:  http://www.whitehouse.gov/issues/ veterans
",1,2,Barack Obama
166,"Time to annoy you.  poke   poke   poke   47 million people have had to live without health care in this country for the past 10 years, it fluctuating better or for worse over the years. Obama Care guarantees that ALL PEOPLE will have AFFORDABLE health care, BY THE LAW. The only bad part about his plan was that during the production of it, the Democrats had to scrap public option from the plan as a means of attempting to force the Republicans to cooperate. But they didn't, so they scraped public option.   But why should you give a holy hell? If you're an average person, you need health care; if you're a sick person, you need health care; and if you're a healthy person, you still need health care! Because of the health care reform, everyone, EVEN THE POOR AND HOMELESS, will receive all the health care they need.   As for the birth certificate... I cannot make this any more clear:  http://www.thedailybeast.com/ blogs-and-stories/2011-04-27/ obamas-birth-certificate-born-in- honolulu/#    His birth certificate is ON DISPLAY in Illinois, and has been since BEFORE HE WAS PRESIDENT. In fact, it's been on display since he was a Senator. Also, his birth is recorded in history; on the date of Barack Obama's birth, his name was listed in the daily newspaper of his birth-town in Hawaii.   So he's American... unless you don't consider Hawaiians to be Americans, but you'd should probably keep that opinion to yourself.  And if you start spouting crap about it all being forged, then I'm afraid you are a sorry sorry fool who only wants an excuse to be racist. Just because a man has a foreign name and a foreign parent doesn't make he himself foreign. In fact, I'll cross my fingers and hope our next President is named after a goddam Dungeon's and Dragon's character just to prove exactly how wrong it is to search for an excuse to keep an all American man out of the President's chair just because his name sounds funny.  Or because he's black.   Either way, you have no excuse to be into this ignorant Birther shit.   Good day.
",1,2,Barack Obama
167,"At the very least, who would be a better choice?  I expected him to be something better in 2008, and he's been disappointing in a few areas, but I'd rather see moderate Obama over any of the Republicans.
",1,2,Barack Obama
168,"A definite 'yes'. It seems a lot of people have 'conveniently' forgotten that the Bush administration pretty much sucked the wind out of our nation (and world), with its 'shoot from the hip' policies. TARP money was first brought up by him, and in case your memory is not good, most of the money Bush received could not even be traced. No one seemed to know where it went! His policies began the process of deteriotaton that Obama inherited. By the time Obama took office, the deed was done, and he was faced with something akin to being given command of the 'Titantic'. Due to his diligence and vision, we are now beginning to 'see the light', in spite of the non-cooperative Congress he is working with. If you know anything about American politics, you realize, the President's power are limited, and dependent upon Congress. In other words, even if his policies were 'perfect', if Congress decided not to support them, they would go no where.  Perhaps the greatest argument' can be found not just in the political arena, but in the totality of the man. Agree or disagree with his actions, you have to give credit to the fact that he is a man who keeps his promises, and maintains integrity in both his personal and professional life That type of man is more likely to succeed for it takes integrity and committment to accomplsh worthy goals. Everyone will never be pleased 'all the time', but if the individual leading is at least one of good moral fibre, and is reasonably intelligent, he will do the right thing which will serve everyone. Obama is such a man.
",1,2,Barack Obama
169,"Because everyone who disagrees with you must not be involved in reality   No, you can disagree. I'm talking about the ridiculous hatred... as evidenced by the tag ""fuck him"" and basically every insane tea party.  1. okay so you hate him for taxes he hasn't raised... that makes sense ._.  2. the f-22 program wasn't a kick in the balls at all. It was a billion dollar program for planes the military does not use only kept alive because senators in respective states that made the planes have been too week to support cutting the program. And that the rate of our deficit increase has slowed since Obama took office, and our GDP increased.  3. It will actually bring everyone's cost down, including those who pay for it, including you if you pay for it. Under the current system we pay the most, including you, for the 33rd ranked healthcare in the world. It is a retarded system and had to be changed and Obama has been the only President strong enough to do such.  4. Again, so in spite of the chart I linked clearly showing the job situation has steadily improved since Obama has been in office, you choose to hate him based on some vague future fear fully imagined in your fevered head. And I'm sure you blame Bush's job loss on Clinton, makes perfect sense ._.  5. Wow, that's amazing, don't let other conservatives hear you give him credit for something, they'll lynch or pray for your soul or exorcise you or some other crazy ass thing.  Next section:  This is to point out that he's doing stuff not assoiciated with sacrificing kittens to satan or speaking to Hitler's ghost about ways of turning America into a socialist nation (that doesn't make sense on purpose). And that it is nice to have a president not born into it and who actually has a clue what he's doing.  And since you do agree on some things, I'm not going through point by point unless you have something specific you would like to debate.
",1,2,Barack Obama
170,"Here's a fun site:  http://whatthefuckhasobamadonesofar.com/                                           Here's something a bit more technical and comprehensive:  http://obamaachievements.org/list   Busy guy.
",1,2,Barack Obama
171,"USA producing more oil than ever before  Petroleum Insights    I thought I was going to have to agree that he slipped up, but just out of curiosity I looked at the remarks and he specifically states 2 sentences before your (the place where you blindly copied from's) out of context quote that it's since 2003.  ""Now, in the short term, we still need to do everything we can to encourage safe and responsible oil production here at home. In fact, last year, American oil production reached its highest level since 2003. So I want everybody to remember that if people ask -- because sometimes I get letters from constituencies saying, why aren’t we just drilling more here? We’re actually producing more oil here than ever. But the challenge is we’ve only got about 2 to 3 percent of the world’s oil reserves and we use 25 percent of the world’s oil. So we can’t just drill our way out of the problem""   http://www.whitehouse.gov/ the-press-office/2011/05/06/ remarks-president-workers-allison- transmission-headquarters    the more I look into all the crap about Obama, the more I see that there is really little if any substance...
",1,2,Barack Obama
172,"I'm British/American, currently living in wales, but I'm pro obama since he hasn't royally screwed up like bush. and it was either him or McCain, and with Sarah as Macons vice, if something ever happened to McCain and Sarah became president...I'm sorry but i wouldn't be willing to take the risk.
",1,2,Barack Obama
173,"* Held impromptu press conference to urge Congress to investigate Anthem Blue Cross and other corporate health insurance companies that raise premiums in high amounts without explanation. Rep. Henry Waxman launches probe. In this case, Anthem Blue Cross wanted to raise premiums 39%. They have now put the increase on hold for two months (as of February 2010). Legislation preventing such increases pending:   http://news.yahoo.com/s/nm/20100218/ hl_nm/us_usa_healthcare_insurers
",1,2,Barack Obama
174,"There's no presidence of overthrowing the Healthcare Bill.  And I'm still trying to figure out why you are against something that will gaurantee  even your  coverage if say you're fired, that will force insurance to spend at least 85% of what you pay into it for healthcare (instead of new yachts etc) and will lower our national debt by half a trillion dollars over the next 10 years.  It is truly senseless. I'm not sure how many times I can explain this to you.
",1,2,Barack Obama
175,"Your age and poor grammar aside, you haven't addressed my argument.  I explained why you are wrong, and you have not provided any evidence to the contrary.
",1,2,Barack Obama
176,"i totally disagree with 1debater!why should we change the president?whatever obama has done,done for U.S.A's welfare!osama was caught by obama itself!then why change him?
",1,2,Barack Obama
177,"* Funded the design of a new Smithsonian National Museum of African American History scheduled to open on the National Mall in 2015:  http://www.facebook.com/NMAAHC
",1,2,Barack Obama
178,"1. Well, he's trying. We now have ended military involvement in Iraq like he said, he passed healthcare like he said, we've ramped up involvement in Afghanistan like he said, and the economy has improved somewhat - not as fast as anyone would like, but it has improved.  2. Yeah you did, you said if McCain was black and young he'd be in office. This means being black would be one of the prerequisites. I explained why it was not. And as Fox mentions every 10 minutes more people watch fox, and fox has done nothing but demonize Obama from day 1 so by right media's own admission the idea of media choosing the president is logically impossible.  3. same as above. And both the Clinton elections and the Obama election had hundreds of thousands more voters than any Republican election in decades. The numbers say I'm correct.  4. It's my experience that those who ""disagree with his politics"" like prayerfails below is lost in a sea of right wing blogs and fox and actually have no idea what Obama's politics really are. You're going to have to prove a specific issue in some debate in order for me to buy this argument.
",1,2,Barack Obama
179,"You do realize that you've also called his a socialist, right? Fascism and socialism are on opposite sides of the political spectrum Consistency is my friend, I could introduce you if you'd like!
",1,2,Barack Obama
180,"... how many black people do you imagine there are in America? Even if 100% voted for Obama including newborns, it would not be close to enough to put anyone in office.
",1,2,Barack Obama
181,"Those two links don't say that he's lying, they say that he's misrepresenting information... which as my second link shows is the case for both knoller and the people who attack Knoller.   They speak against the validness of the article, and portray good arguments. Considering there is a lot of problems with the sources of information in regards to this issue, I feel it is relevant to point out misinformation where it is apparent.   Keynsian economics is not the consensus. Many believe that increased spending is never a good idea, especially under a recession. Letting the largest of corporations fail is not only supported by Right Wing economists but by even some of the Left-Wing revolutionaries (Occupy Wall Street).   I'm not even talking about how to get out of a recession, I'm talking about the very necessities of his office. In a recession, were millions become unemployed, he has to pay billions more than anyone else in the history of US presidents just in unemployment benefits, keeping the people alive. And I have no one argue that government spending should be high in a boom, such as Bush did, the second highest debt creator.   Bush had reasons, including the War and humanitarian aid for Africa and India (yeah... people forget about that part for some weird reason). I disagree with Bush's fiscal policies as well as Obama's.   The war was his choice to enter, and considering the flaky reasons for it, I do not give him any relapse on the trillions it cost. Considering the US' abysmal foreign aid (as a percentage of national income) history, its effects are miniscule on such large amounts of money.   Obama supports the Bush tax cuts. He did not try to end them in any way.    He said he would not have signed the bill if it did not include ""other extensions of relief that were also set to expire."" Among other provisions, he cited the extensions of unemployment benefits and tuition tax credits, as well as new tax incentives for businesses.  Obama acknowledged that ""there are some elements of this legislation that I don't like,"" and some that congressional Republicans and Democrats don't like. ""That's the nature of compromise, yielding on something each of us cares about to move forward on what all of us care about,"" he said. ""And right now, what all of us care about is growing the American economy and creating jobs for the American people.""   But yes, I'll concede, I wasn't aware of that. However, considering the whole Buffet tax debate (estimated to save 47 billion by 2022), I would disagree.   Even Romney wishes to use the Ryan plan, which would save AT LEAST 5 trillion dollars.   Ryan's plans were the ones that led to this recession (yes, he designed Bush's budget too). Considering the widespread criticism of his plan, I would hesitate before supporting it, yet alone attaching such massive claims to it.   It's not just about cutting spending, Ron Paul wishes to eliminate most Federal powers that keep our economy at a stranglehold.   This is what annoys me about Ron Paul. Some of his policies are fantastic, ending the war on drugs/terror, all that bullshit, but at the same time, he applies his unconventional ideals to everything, and it would just be a bad thing overall. But, that's unrelated.   How are they hurting the people it ""helps"".   Social support is supposed to help those who need it the most. Reducing spending on social support, and taxation, increases inequality, and disproportionately affects the poor.
",1,2,Barack Obama
182,"thx bro ur amazing to ..... really theres notting to hart about obama!
",1,2,Barack Obama
183,"Yes, Peter Schiff represents the extreme libertarian view. You can read Paul Krugman for the liberal view. Or you could listen to  Ben Bernanke  for a sensible, non-ideological view. I don't know about you, but I'd rather put my trust in dispassionate experts than zealous partisans.  And Keynesian economics is a core part of  mainstream economics . It's not a ""problem"".
",1,2,Barack Obama
184,"Maybe you should. Obama admits that he wants to redistribute wealth.   Which is not socialism.  Have you ever heard of the saying (paraphrased) ""Two rectangles, one is equilateral, the other is not. Both are rectangles but only one is a square.""  Redistributing wealth is a characteristic of socialism, like being a rectangle is a characteristic of a square, but it is not the defining characteristic.   Government sponsored corporations include Fannie Mae, Freddie Mac and Farmer Mac  Federal Government chartered and owned corporations include Florida Virtual School (Florida), National Railroad Passenger Corporation (Amtrak), Tennessee Valley Authority, Corporation for Public Broadcasting, Federal Deposit Insurance Corporation, Federal Crop Insurance Corporation, Millennium Challenge Corporation, St. Lawrence Seaway Development Corporation, Pension Benefit Guaranty Corporation, Corporation for National and Community Service (Americorps), Overseas Private Investment Corporation, Legal Services Corporation, USPS, AMTRAK, many alcohol retail stores of which 19 states have monopolies, Medicare, and Medicaid.  Federal Government acquired corporations include GM, CITIGROUP, AIG and many others.   Does our state own  all  businesses and corporations? Or, does it own  all  critical utilities?   Not Permanent but Under Nixon and Carter.   Not presently.   Apparently, you should try reading. How about welfare and social security?   So, all the wealth of the top ten percent is divided amongst the bottom 90% evenly?  Redistribution of wealth entails a whole layer of government that controls incomes and aims to prevent people from becoming excessively wealthy to the detriment of others. It isn't as simple as having social programs.
",1,2,Barack Obama
